7.30119	-0.07756	0
7.68817	0.76039	0
7.49512	-0.71448	0
7.31659	0.04928	0
7.91694	-0.4382	0
7.86089	0.86329	0
7.95942	0.02735	0
7.05658	-0.35087	0
7.6279	-0.73048	0
6.91515	0.2653	0
7.91133	0.08433	0
7.66098	-0.0891	0
7.45263	0.5064	0
7.84987	0.42984	0
7.92422	0.67101	0
7.28853	0.15075	0
7.94159	0.95381	0
7.79659	0.08549	0
7.21774	0.51655	0
7.20138	0.5655	0
7.78768	0.29578	0
7.44835	-0.39278	0
7.54059	0.29115	0
7.45326	0.25339	0
7.34915	0.85564	0
7.91381	0.35839	0
7.54451	0.60656	0
7.37651	0.79469	0
7.12612	0.5221	0
7.64975	0.36452	0
7.36554	0.84621	0
7.3516	0.18793	0
7.42932	0.48426	0
7.95373	0.92824	0
6.98285	0.42703	0
7.52508	0.74489	0
7.00076	0.7627	0
7.47477	0.38265	0
7.35399	0.84468	0
8.03165	0.87055	0
7.98743	1.66582	0
7.69245	1.83693	0
7.64095	0.75616	0
7.67765	1.04809	0
6.75787	1.49736	0
7.25785	1.01853	0
7.58039	0.98737	0
7.34778	0.2788	0
7.34244	0.84124	0
7.30472	0.77015	0
7.59755	0.96706	0
7.0251	1.25196	0
7.17656	0.99262	0
8.39524	1.4307	0
7.29486	1.61313	0
7.40208	1.26426	0
7.00415	1.0042	0
7.61769	1.01208	0
7.50676	1.72883	0
7.03071	1.59494	0
7.05639	1.26811	0
6.86595	1.28632	0
7.31587	1.6739	0
7.12996	1.29089	0
7.73925	1.73548	0
7.33311	1.32034	0
7.58299	1.57767	0
8.2624	1.87281	0
7.23517	1.3856	0
6.65711	1.66028	0
7.20379	1.67946	0
7.27275	2.67341	0
7.35223	1.71795	0
7.31725	1.37131	0
8.11984	1.46952	0
7.56938	1.78939	0
7.40603	1.60212	0
7.33657	1.45539	0
7.27081	1.29783	0
7.40203	2.04244	0
7.87579	1.09964	0
6.99911	1.38656	0
7.4713	1.87822	0
8.04495	1.87254	0
6.80339	1.85616	0
7.26298	2.34096	0
7.29995	1.6504	0
7.34213	1.90919	0
7.03931	1.87556	0
7.21943	2.01574	0
7.66051	2.41735	0
7.29276	1.67325	0
7.3056	2.86447	0
7.13703	2.11043	0
7.57461	1.64829	0
6.60289	2.30527	0
7.29325	2.15664	0
6.26063	2.21221	0
6.47724	2.34444	0
7.50155	3.06814	0
7.55866	2.73083	0
7.19308	2.92562	0
7.22553	2.20992	0
6.89678	2.27279	0
7.58478	2.29965	0
7.09889	2.25003	0
6.93073	2.93586	0
7.41056	1.71176	0
