0.707527	0.488134	1
-0.205276	0.183579	1
0.481074	0.702358	1
-0.636679	0.237052	1
-0.343356	0.893786	1
0.908815	0.00470945	1
-0.733501	-0.596463	1
-0.645875	0.315148	1
-0.885492	0.0944084	1
-0.210908	0.788441	1
0.902506	-0.354645	1
-0.561463	0.787942	1
0.499968	0.777106	1
0.0485937	0.0575456	1
0.968387	-0.188467	1
-0.529679	-0.836103	1
-0.424699	-0.674878	1
-0.525603	0.199575	1
-0.231676	-0.860635	1
0.694466	0.507277	1
0.797252	-0.473257	1
-0.768487	0.627933	1
-0.155862	0.983454	1
0.6438	0.489527	1
-0.102233	-0.852572	1
0.958101	-0.256614	1
0.716446	0.577553	1
-0.987784	0.123373	1
-0.860322	0.460514	1
0.964897	-0.25537	1
0.516562	-0.763621	1
0.537704	-0.124726	1
-0.525488	0.543891	1
0.468997	-0.706738	1
0.434737	0.806868	1
-0.28486	-0.706067	1
-0.213033	-0.928846	1
-0.75378	0.635968	1
-0.57912	0.718887	1
0.500506	-0.121517	1
0.760526	0.295056	1
-0.29272	-0.581361	1
0.747088	-0.207886	1
0.783531	0.422564	1
0.372295	0.263563	1
-0.671277	0.673554	1
0.897187	0.36047	1
0.404468	-0.220275	1
-0.160583	-0.824088	1
-0.467986	-0.657672	1
-0.887943	-0.356611	1
0.700003	-0.323551	1
0.238092	0.966716	1
0.45912	-0.186193	1
-0.155319	0.405597	1
-0.715325	-0.477901	1
0.161331	0.734654	1
-0.218849	0.955633	1
0.501453	0.864105	1
-0.599023	0.782716	1
-0.865576	0.0910957	1
-0.244258	-0.912488	1
0.272951	-0.200929	1
0.630324	-0.311851	1
0.174739	0.281136	1
-0.639265	-0.628608	1
0.862943	0.47569	1
-0.301235	-0.937191	1
0.0367487	-0.390733	1
-0.00739363	-0.945468	1
-0.204926	-0.421884	1
0.908796	-0.0812359	1
-0.32605	0.274942	1
0.896074	-0.320523	1
-0.764355	0.64224	1
-0.276906	0.913536	1
0.119477	0.326034	1
-0.920439	0.0408954	1
-0.0696503	-0.906658	1
-0.415438	0.491491	1
-0.912697	0.346905	1
0.737841	0.265526	1
-0.298247	-0.871115	1
-0.965805	0.159475	1
0.482127	0.440387	1
-0.473735	-0.556954	1
0.632469	-0.503983	1
0.405174	0.705181	1
