-0.668035	0.147223	-0.72942	
-0.200547	0.0961682	0.974953	
-0.0745731	-0.927311	-0.366788	
0.694937	0.0649269	0.716133	
-0.0825354	-0.817288	0.570288	
-0.127469	-0.694132	-0.708472	
-0.660498	-0.63888	-0.394431	
0.542953	-0.305746	-0.782126	
0.0410064	-0.477614	0.877612	
0.774735	-0.28039	-0.566717	
-0.451436	0.892229	-0.0115601	
-0.887975	-0.0176764	0.459553	
-0.105551	0.883588	0.456214	
0.161234	0.827003	0.53858	
-0.947705	0.240988	-0.209237	
0.654578	-0.747376	0.113827	
0.377443	-0.887395	-0.264703	
0.257854	0.965233	-0.0428574	
0.492985	0.360338	-0.79191	
-0.856945	-0.514159	0.0358557	
-0.0773293	-0.904171	0.420113	
0.39448	0.874334	-0.282711	
0.289813	0.00605144	-0.957064	
0.463739	-0.730573	-0.501208	
-0.690469	0.722861	0.0269215	
-0.626123	0.736437	0.256185	
-0.194329	-0.0683863	-0.97855	
0.584121	-0.778621	0.229242	
0.474335	0.732902	0.487709	
-0.204222	0.746242	0.633574	
-0.280129	0.769015	-0.574582	
-0.0991081	-0.990776	0.0924153	
-0.17501	0.836736	0.518888	
-0.0189438	-0.521864	-0.852818	
-0.667779	0.227982	-0.708587	
-0.466163	-0.874962	0.130898	
-0.00750052	-0.921864	-0.387441	
-0.157748	-0.985368	-0.0645384	
-0.0475485	-0.841989	0.537395	
0.16536	-0.819014	-0.549429	
-0.862	-0.249998	-0.440973	
-0.239714	0.909124	-0.340633	
0.854191	0.478812	0.202724	
0.486388	-0.764995	0.422148	
-0.199995	0.931168	-0.304841	
0.782892	-0.372891	0.498028	
-0.366161	0.294926	0.882578	
-0.159806	0.424329	0.891295	
-0.0838929	-0.329088	-0.940565	
0.5809	0.807606	-0.101622	
-0.935156	-0.279995	-0.216994	
0.931074	0.363789	0.027535	
0.422082	-0.480081	-0.769006	
-0.33496	0.373362	-0.865103	
0.473539	-0.880729	-0.00880794	
-0.123573	0.799939	0.58722	
0.706724	-0.63502	-0.311916	
0.332585	-0.375248	-0.865203	
-0.993284	0.114922	-0.0133868	
-0.242861	-0.969415	-0.0354092	
-0.087219	0.986598	-0.137904	
0.0255436	0.328819	0.944047	
-0.00567664	-0.745938	-0.665992	
0.825544	-0.511857	-0.237655	
-0.393351	-0.128492	0.910365	
-0.552085	0.452928	0.700042	
0.171201	0.915699	0.363574	
-0.971956	0.152966	0.178615	
0.395888	0.15373	-0.90534	
0.0950002	0.152915	-0.983663	
0.440911	-0.769437	0.462129	
0.714298	0.666711	0.212778	
-0.715791	0.161017	0.679497	
0.536227	0.146484	-0.831266	
-0.861054	0.0858432	0.501215	
0.353093	0.653732	-0.669298	
-0.865422	0.205637	-0.456901	
-0.0112268	-0.969704	-0.244025	
-0.181364	-0.736385	-0.651801	
0.915313	0.384122	-0.121049	
0.76276	-0.0273421	0.646104	
-0.0536423	0.996049	0.0707677	
0.492413	0.870292	0.0109978	
-0.870578	-0.322855	-0.371294	
0.23883	0.0345501	0.970447	
0.0419895	0.833553	-0.550841	
0.716526	-0.671511	-0.188847	
-0.527792	-0.0851816	-0.845091	
0.13589	0.88562	-0.444085	
-0.414845	-0.134209	0.89994	
-0.0542283	0.998491	-0.00861079	
-0.427307	0.686563	-0.588252	
0.675988	-0.560441	-0.478484	
0.447489	-0.335101	0.829133	
0.410542	0.0288283	-0.911386	
-0.925939	-0.354217	-0.131023	
0.756729	-0.116598	0.643247	
0.546946	0.764879	-0.340311	
0.675494	-0.0938132	0.731373	
0.0350937	-0.365654	-0.930089	
-0.85351	0.0296546	0.520233	
-0.594325	0.274877	-0.755791	
-0.710678	-0.277148	-0.646626	
0.291977	-0.956388	-0.00843414	
0.458845	-0.270545	-0.846325	
-0.582969	-0.606013	-0.541198	
-0.440825	0.896521	0.0438596	
0.115709	-0.0527536	0.991881	
0.181056	0.935911	-0.30214	
0.635083	0.630962	-0.445597	
-0.638329	-0.482521	0.599757	
0.105775	-0.991634	-0.0739815	
0.600173	-0.115083	-0.791548	
-0.934421	0.161215	-0.317595	
-0.919754	-0.353561	0.170431	
0.374359	0.833799	-0.405752	
-0.184084	-0.975144	0.12332	
-0.47188	-0.302309	0.828214	
-0.565816	0.732292	0.378948	
-0.0496836	0.928883	-0.367027	
0.218691	-0.331318	-0.917825	
0.73537	0.66175	-0.146004	
-0.562139	-0.822796	-0.083707	
0.330481	-0.650438	0.683896	
-0.47516	0.457691	-0.751493	
-0.548179	-0.547823	-0.631973	
-0.709445	0.0878785	0.699261	
-0.772486	-0.247669	0.584743	
-0.0895412	0.751868	0.653205	
-0.514262	-0.23032	0.826128	
0.446798	-0.666624	-0.596644	
0.261513	0.552093	-0.791709	
-0.044211	-0.443427	0.895219	
-0.0481441	0.985785	-0.160965	
0.830316	0.165957	0.53201	
-0.646895	0.0860976	-0.757703	
-0.536993	-0.790641	-0.294153	
-0.267843	-0.942163	-0.201467	
-0.644307	0.686606	-0.336808	
-0.13307	0.665076	0.734824	
0.447992	-0.893768	0.0219318	
-0.899572	0.404708	0.164261	
0.00944414	0.79328	-0.608784	
-0.303407	-0.487399	0.818771	
0.809888	0.423602	-0.405762	
0.73062	0.559299	0.391635	
0.265529	0.259346	0.928566	
0.556582	0.719101	0.416064	
0.14199	0.989143	-0.0378872	
0.0463497	-0.998294	-0.0355046	
0.257909	0.417074	0.871511	
0.59898	-0.390837	-0.698906	
-0.946753	0.109787	-0.302665	
0.602103	-0.751375	0.270012	
-0.341217	-0.0572447	-0.93824	
-0.0731433	0.929855	0.360583	
0.98845	0.151273	-0.00916135	
0.733373	0.495388	-0.46557	
0.793321	-0.2849	-0.538028	
-0.794336	-0.541721	-0.274896	
0.509226	-0.851491	0.125107	
-0.0803583	-0.647029	0.758219	
-0.105265	-0.67893	-0.726618	
0.0639723	-0.958579	-0.27755	
0.179742	0.20935	-0.961179	
0.699522	0.393022	-0.596827	
0.385065	-0.0999267	0.917464	
-0.0697442	-0.931165	-0.357865	
0.286095	-0.440312	0.851043	
-0.0129403	-0.223411	-0.974638	
-0.372544	-0.926493	0.0531179	
-0.590886	-0.693667	0.411923	
0.47396	0.726734	-0.497212	
0.801612	0.202423	-0.562533	
0.249066	-0.108338	-0.962408	
-0.445757	0.782735	0.434312	
0.0918953	-0.989819	-0.108694	
-0.534337	0.727217	0.430858	
0.977675	-0.106886	-0.180903	
-0.232243	-0.954113	0.189027	
-0.516927	0.594501	0.615918	
0.900459	-0.429267	-0.0700236	
0.963839	-0.116668	-0.23959	
0.849722	-0.416239	-0.323601	
0.0234406	-0.998915	0.0402448	
-0.27431	0.927152	-0.255231	
-0.0901793	0.959834	-0.26568	
0.609417	0.5545	-0.566693	
0.344824	-0.318981	-0.882807	
-0.185874	0.982545	0.00747289	
-0.981455	0.140626	-0.130271	
-0.221623	-0.938228	-0.26573	
-0.714893	0.42969	0.551629	
-0.0795528	0.953828	-0.289626	
0.229544	0.587009	0.776357	
-0.367811	0.741651	-0.560954	
0.144051	-0.961583	-0.233683	
-0.896323	0.130206	0.423852	
-0.173407	0.154244	-0.972697	
0.864715	0.227758	-0.447654	
-0.330861	-0.0833345	-0.939993	
