3.01508	6.33064
-1.05929	9.19002
-13.8159	4.33508
2.67512	8.53927
1.23979	8.08784
-12.7168	7.38484
-7.48305	11.6829
-7.90929	9.51965
-13.901	6.16613
-12.0422	7.50574
-13.564	4.70441
3.09385	6.81601
-8.80124	9.29812
2.93733	8.4654
-13.5319	6.56925
-5.75412	11.8338
-1.92155	10.5094
-6.90149	11.0238
-12.1361	8.68869
1.86074	8.36272
-13.1889	5.07405
-2.91512	10.3003
-4.11096	11.9481
-12.2427	7.44886
-3.25932	11.3687
-8.76476	10.3416
3.38361	6.44522
-10.3234	8.47203
4.39067	4.92929
-14.8485	1.65991
-4.64256	10.3655
1.53518	8.32439
-7.65773	10.4429
5.72062	3.33117
-7.2133	11.0962
4.20155	3.07153
-1.45056	10.7756
0.438623	10.3562
-15.8917	1.4604
-7.8061	9.9452
-13.3547	6.87875
-5.92515	10.3713
-12.802	6.8146
0.114991	9.28432
-6.06271	11.5646
-14.9334	3.4342
4.84162	4.49105
0.348296	8.58532
-9.04696	11.1674
0.222223	9.51558
-12.4247	6.30242
-8.41973	10.6827
4.73095	1.39216
-10.6871	8.89556
-14.2363	3.36567
-15.8248	2.78759
5.12523	5.05278
-5.66091	11.0715
-14.9571	4.67139
4.51173	5.22877
4.24566	2.38447
4.61382	3.65326
-12.2258	7.91717
-14.015	5.10443
-4.50191	10.8848
-13.0208	7.33878
1.71785	7.86055
-14.4766	1.14497
-0.401773	10.3957
-0.509615	9.47737
-1.29148	11.2647
-0.289374	10.8768
-14.9984	1.30589
3.37592	7.90361
-15.4779	2.08735
-11.5845	9.7752
-3.46578	11.317
-11.4244	8.06106
-13.9642	5.30459
4.50878	5.00373
-0.983543	9.10878
-15.0691	3.7112
0.818867	8.01916
2.7242	7.91983
-11.1211	8.8724
3.84453	7.22289
1.8791	7.39649
-12.9917	6.74984
-14.604	2.19326
4.99432	5.07573
-6.9358	10.9669
-10.9268	9.50184
5.26306	4.78984
-14.1813	1.6548
2.56333	8.2238
-10.453	9.02948
-8.63774	10.5072
3.4923	5.67844
5.26991	4.64645
-11.6742	8.76399
-3.51402	10.3532
-6.10769	11.0234
-14.7353	4.66062
-11.5924	7.72546
-11.8852	6.94509
1.12321	8.07938
3.97682	3.32379
-8.85768	9.26064
4.55488	5.61127
-14.5943	1.08167
1.02913	8.07558
-15.9243	1.32018
-13.9799	2.40257
-1.4544	10.8673
-15.9439	1.38165
-4.40756	11.2683
-13.3199	7.32322
-15.2826	2.02001
-1.95273	10.2501
1.95401	8.76363
-7.99451	9.95877
4.91627	1.09582
-1.33317	10.0169
-10.1091	9.36791
-4.59897	10.8165
0.756519	9.5617
2.78265	6.00687
-12.3034	6.46439
-5.51869	10.982
-13.2405	8.18773
-15.7081	1.95097
-4.88595	10.652
-14.0331	5.58568
-5.26424	10.3757
-14.8226	3.95348
5.6941	2.89669
-4.12199	11.566
0.812014	10.093
-1.74671	11.4435
-13.3802	6.99885
5.17017	2.08488
-14.5789	4.27978
-9.8238	10.0031
0.655331	9.16341
2.2097	6.52701
-2.70802	11.5965
-14.901	3.77631
-10.522	8.89038
-9.03709	9.39787
-2.95266	9.96456
-13.1781	7.04568
-2.19563	10.9288
-3.86525	10.3063
3.13243	6.30387
-1.10837	9.12872
-13.0031	5.70741
-3.47166	10.8745
-11.5483	8.20806
-14.6818	2.40421
-11.4666	9.64358
4.81086	4.36178
-7.96125	10.8339
4.66292	4.79607
-4.08795	11.9329
-2.97109	10.4968
-14.6292	5.47757
-13.6459	6.9908
3.29101	6.41656
-2.17846	11.0343
-9.70419	9.39327
-2.17323	10.5975
4.75321	3.65983
-8.59821	10.8201
2.63275	7.71739
-0.457238	10.0525
-5.08392	11.0499
-9.8728	9.18424
-10.8263	8.80133
-11.0414	8.66436
-1.90238	10.4526
4.7983	4.83876
-14.4968	1.55524
2.68308	7.46567
-0.745277	9.51465
-13.6117	6.83529
-9.5595	9.1129
-0.428507	10.8719
-1.53699	9.9769
-3.60038	10.8718
2.81961	6.27715
-6.04542	11.4933
-11.3943	9.65815
4.19428	5.43132
1.51189	7.26545
1.47848	8.88113
-10.6692	8.27979
-15.6084	3.75792
-15.0884	3.08912
-8.82694	9.30285
-11.0194	8.6226
-11.0095	8.30169
2.81248	6.80489
4.38445	6.02879
-1.5782	10.2311
2.93459	7.39058
4.10686	6.80414
1.62496	7.20201
-0.73789	9.82893
-0.452873	8.76767
-14.2179	2.16299
-0.668108	9.26195
-0.428923	10.5105
4.73281	4.69493
-14.854	2.73261
-5.17444	10.4728
4.45657	5.8706
-10.5472	8.89084
4.47735	1.28513
-3.78786	11.081
3.72047	7.63205
0.848715	9.86298
-14.7932	4.09569
-0.68565	9.76115
3.40872	6.11494
-14.8471	3.12754
-2.34887	9.85717
-1.67878	9.6153
0.441136	9.11202
-5.19421	11.7051
-6.40582	11.7183
1.73386	8.31978
0.779037	9.63703
-9.62724	9.26334
4.1906	1.79847
-5.78983	10.7395
-2.3732	10.4444
4.97567	3.93892
-14.6703	3.59746
1.22132	9.58906
-8.99491	9.38415
-14.1256	1.53763
-1.3824	9.65785
-6.67736	11.3425
4.12222	3.18627
-1.99515	11.059
-12.8472	7.58128
-5.99644	11.8381
-6.60008	10.5967
-4.26181	10.0865
5.12339	2.44147
-13.6082	4.50804
-2.60836	10.3464
0.620867	10.1221
-4.52929	11.677
-8.09755	9.88146
-11.5078	8.27071
4.07292	6.28429
-7.36342	11.5434
-15.6755	3.06036
-13.7794	6.2499
-13.8629	4.89447
-10.2793	9.66984
-11.1191	8.69057
-11.2995	9.84472
-15.8214	1.63104
-1.12688	9.81884
4.17882	5.87476
-13.7726	7.44929
-3.13734	10.7775
-11.8071	9.04496
-5.77357	10.7782
-13.3748	7.31327
1.67429	7.29862
4.09415	2.87323
-2.69379	11.4095
-5.94994	10.8523
5.44612	1.11036
1.53713	9.3171
-11.0919	8.60666
-13.9448	4.7125
-9.40253	9.03594
0.774244	10.1191
-5.8863	10.7077
-1.87076	9.57881
-4.12562	11.0361
5.29149	2.24451
